"Composite List",,,,,,,,,,,,,,
"Well position in plate","Cocktail #","Commercial Code","Chemical Additive","Chemical Formula",Concentration,"Chemical Additive",Concentration,pH,"Chemical Additive",Concentration,"Chemical Additive",Concentration,,
430,10_C0804,,"Potassium chloride",KCl,"0.1 M",CAPS,"0.1 M",10,"PEG 1000","40% (w/v)",,,,
578,10_C0805,,"Potassium chloride",KCl,"0.1 M",TAPS,"0.1 M",9,"PEG 1000","40% (w/v)",,,,
582,10_C0806,,"Potassium chloride",KCl,"0.1 M",HEPES,"0.1 M",7.5,"PEG 1000","40% (w/v)",,,,
586,10_C0807,,"Potassium nitrate",KNO3,"0.1 M",HEPES,"0.1 M",7.5,"PEG 1000","40% (w/v)",,,,
590,10_C0808,,"Potassium nitrate",KNO3,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 1000","40% (w/v)",,,,
594,10_C0809,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M",Tris,"0.1 M",8,"PEG 1000","40% (w/v)",,,,
598,10_C0810,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 1000","40% (w/v)",,,,
602,10_C0811,,"Potassium thiocyanate",KSCN,"0.1 M",HEPES,"0.1 M",7.5,"PEG 1000","40% (w/v)",,,,
606,10_C0812,,"Potassium thiocyanate",KSCN,"0.1 M",MES,"0.1 M",6,"PEG 1000","40% (w/v)",,,,
610,10_C0813,,"Rubidium chloride",RbCl,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 1000","40% (w/v)",,,,
614,10_C0814,,"Rubidium chloride",RbCl,"0.1 M",Tris,"0.1 M",8,"PEG 1000","40% (w/v)",,,,
618,10_C0815,,"Rubidium chloride",RbCl,"0.1 M",MES,"0.1 M",6,"PEG 1000","40% (w/v)",,,,
622,10_C0816,,"Sodium bromide",NaBr,"0.1 M",CAPS,"0.1 M",10,"PEG 1000","40% (w/v)",,,,
770,10_C0817,,"Sodium bromide",NaBr,"0.1 M",TAPS,"0.1 M",9,"PEG 1000","40% (w/v)",,,,
774,10_C0818,,"Sodium chloride",NaCl,"0.1 M",Tris,"0.1 M",8,"PEG 1000","40% (w/v)",,,,
778,10_C0819,,"Sodium chloride",NaCl,"0.1 M",CAPS,"0.1 M",10,"PEG 1000","40% (w/v)",,,,
782,10_C0820,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M",HEPES,"0.1 M",7.5,"PEG 1000","40% (w/v)",,,,
786,10_C0821,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M",Tris,"0.1 M",8,"PEG 1000","20% (w/v)",,,,
790,10_C0822,,"Sodium nitrate",NaNO3,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 1000","40% (w/v)",,,,
794,10_C0823,,"Sodium nitrate",NaNO3,"0.1 M",CAPS,"0.1 M",10,"PEG 1000","40% (w/v)",,,,
798,10_C0824,,"Sodium phosphate-monobasic",NaH2PO4*H2O,"0.1 M",MES,"0.1 M",6,"PEG 1000","40% (w/v)",,,,
802,10_C0825,,"Zinc acetate",Zn(C2H3O2)2,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 1000","40% (w/v)",,,,
806,10_C0826,,"Zinc acetate",Zn(C2H3O2)2,"0.1 M",Tris,"0.1 M",8,"PEG 1000","40% (w/v)",,,,
810,10_C0827,"HR Crystal Screen Cryo - 21","Magnesium acetate tetrahydrate",,0.2M,"Sodium Cacodylate ","0.1 M",6.5,"2-Methyl-2,4-pentanediol","30% (v/v)",,,,
814,10_C0828,"HR Crystal Screen Cryo - 46","Calcium acetate hydrate",,"0.16 M","Sodium Cacodylate ","0.08 M",6.5,"PEG 8000","14.4% (w/v)","Glycerol Anhydrous","20% (v/v)",,
962,10_C0829,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M",Tris,"0.1 M",8,"PEG 1000","40% (w/v)",,,,
966,10_C0830,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M",MES,"0.1 M",6,"PEG 1000","40% (w/v)",,,,
970,10_C0831,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M",CAPS,"0.1 M",10,"PEG 1000","40% (w/v)",,,,
974,10_C0832,,"Potassium phosphate-tribasic",K3PO4,"0.1 M",HEPES,"0.1 M",7.5,"PEG 1000","40% (w/v)",,,,
978,10_C0833,,"Potassium phosphate-tribasic",K3PO4,"0.1 M",MES,"0.1 M",6,"PEG 1000","40% (w/v)",,,,
982,10_C0834,,"Ammonium thiocyanate",NH4SCN,"0.1 M",TAPS,"0.1 M",9,"PEG 1000","40% (w/v)",,,,
986,10_C0835,,"Ammonium thiocyanate",NH4SCN,"0.1 M",CAPS,"0.1 M",10,"PEG 1000","40% (w/v)",,,,
990,10_C0836,,"Ammonium thiocyanate",NH4SCN,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 1000","40% (w/v)",,,,
994,10_C0837,,"Manganese sulfate monohydrate",MnSO4*H2O,"0.1 M",MES,"0.1 M",6,"PEG 1000","40% (w/v)",,,,
998,10_C0838,"HR Crystal Screen Cryo - 37","Sodium Acetate trihydrate",,"0.07 M",,,4.6,"PEG 4000","5.6% (w/v)","Glycerol Anhydrous","30% (v/v)",,
1002,10_C0839,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 1000","40% (w/v)",,,,
1006,10_C0840,,"Ammonium bromide",NH4Br,"0.1 M",Tris,"0.1 M",8,"PEG 400","40% (v/v)",,,,
1154,10_C0841,,"Ammonium bromide",NH4Br,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 400","40% (v/v)",,,,
1158,10_C0842,,"Ammonium chloride",NH4Cl,"0.1 M",MES,"0.1 M",6,"PEG 400","40% (v/v)",,,,
1162,10_C0843,,"Ammonium chloride",NH4Cl,"0.1 M",CAPS,"0.1 M",10,"PEG 400","40% (v/v)",,,,
1166,10_C0844,,"Ammonium nitrate",NH4NO3,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 400","40% (v/v)",,,,
1170,10_C0845,,"Ammonium nitrate",NH4NO3,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 400","40% (v/v)",,,,
1174,10_C0846,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 400","40% (v/v)",,,,
1178,10_C0847,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M",HEPES,"0.1 M",7.5,"PEG 400","40% (v/v)",,,,
1182,10_C0848,,"Ammonium phosphate-dibasic",(NH4)2HPO4,"0.1 M",Tris,"0.1 M",8,"PEG 400","40% (v/v)",,,,
1186,10_C0849,,"Ammonium sulfate",(NH4)2SO4,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 400","40% (v/v)",,,,
1190,10_C0850,,"Ammonium sulfate",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7.5,"PEG 400","40% (v/v)",,,,
1194,10_C0851,,"Calcium acetate",Ca(C2H3O2)2,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 400","40% (v/v)",,,,
1198,10_C0852,,"Calcium acetate",Ca(C2H3O2)2,"0.1 M",HEPES,"0.1 M",7.5,"PEG 400","40% (v/v)",,,,
1346,10_C0853,,"Calcium acetate",Ca(C2H3O2)2,"0.1 M",MES,"0.1 M",6,"PEG 400","40% (v/v)",,,,
1350,10_C0854,,"Calcium chloride dihydrate",CaCl2*2H2O,"0.1 M",HEPES,"0.1 M",7.5,"PEG 400","40% (v/v)",,,,
1354,10_C0855,"HR Crystal Screen Cryo - 22","Sodium Acetate trihydrate",,0.17M,"Tris Hydrochloride",0.085M,8.5,"PEG 4000","25.5% (w/v)","Glycerol Anhydrous","15% (v/v)",,
1358,10_C0856,,"Lithium bromide",LiBr,"0.1 M",MES,"0.1 M",6,"PEG 400","40% (v/v)",,,,
1362,10_C0857,,"Lithium bromide",LiBr,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 400","40% (v/v)",,,,
1366,10_C0858,,"Lithium bromide",LiBr,"0.1 M",Tris,"0.1 M",8,"PEG 400","40% (v/v)",,,,
1370,10_C0859,,"Lithium bromide",LiBr,"0.1 M",TAPS,"0.1 M",9,"PEG 400","40% (v/v)",,,,
1374,10_C0860,,"Lithium chloride",LiCl,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 400","40% (v/v)",,,,
1378,10_C0861,,"Magnesium acetate",Mg(C2H3O2)2*4H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 400","40% (v/v)",,,,
1382,10_C0862,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M",MES,"0.1 M",6,"PEG 400","40% (v/v)",,,,
1386,10_C0863,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M",MES,"0.1 M",6,"PEG 400","40% (v/v)",,,,
1390,10_C0864,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 400","40% (v/v)",,,,
98,10_C0865,,"Potassium acetate",KC2H3O2,"0.1 M",CAPS,"0.1 M",10,"PEG 400","40% (v/v)",,,,
102,10_C0866,,"Potassium bromide",KBr,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 400","40% (v/v)",,,,
106,10_C0867,,"Potassium bromide",KBr,"0.1 M",HEPES,"0.1 M",7.5,"PEG 400","40% (v/v)",,,,
110,10_C0868,,"Potassium bromide",KBr,"0.1 M",MES,"0.1 M",6,"PEG 400","40% (v/v)",,,,
114,10_C0869,,"Potassium bromide",KBr,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 400","40% (v/v)",,,,
118,10_C0870,,"Potassium carbonate",K2CO3,"0.1 M",TAPS,"0.1 M",9,"PEG 400","40% (v/v)",,,,
122,10_C0871,,"Potassium carbonate",K2CO3,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 400","40% (v/v)",,,,
126,10_C0872,,"Potassium carbonate",K2CO3,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 400","40% (v/v)",,,,
130,10_C0873,,"Potassium chloride",KCl,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 400","40% (v/v)",,,,
134,10_C0874,,"Potassium chloride",KCl,"0.1 M",MES,"0.1 M",6,"PEG 400","40% (v/v)",,,,
138,10_C0875,,"Potassium nitrate",KNO3,"0.1 M",HEPES,"0.1 M",7.5,"PEG 400","40% (v/v)",,,,
142,10_C0876,,"Potassium nitrate",KNO3,"0.1 M",TAPS,"0.1 M",9,"PEG 400","40% (v/v)",,,,
290,10_C0877,,"Potassium nitrate",KNO3,"0.1 M",MES,"0.1 M",6,"PEG 400","40% (v/v)",,,,
294,10_C0878,"HR Crystal Screen Cryo - 38","tri-Sodium Citrate dihydrate",,"1.26 M",HEPES-Na,"0.09 M",7.5,,,"Glycerol Anhydrous","10% (v/v)",,
298,10_C0879,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M",CAPS,"0.1 M",10,"PEG 400","40% (v/v)",,,,
302,10_C0880,"HR Crystal Screen Cryo - 26","Ammonium acetate",,0.2M,"Sodium Citrate tribasic dihydrate",0.1M,5.6,"2-Methyl-2,4-pentanediol","30% (v/v)",,,,
306,10_C0881,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M",TAPS,"0.1 M",9,"PEG 400","40% (v/v)",,,,
310,10_C0882,,"Potassium thiocyanate",KSCN,"0.1 M",CAPS,"0.1 M",10,"PEG 400","40% (v/v)",,,,
314,10_C0883,,"Potassium thiocyanate",KSCN,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 400","40% (v/v)",,,,
318,10_C0884,,"Potassium thiocyanate",KSCN,"0.1 M",TAPS,"0.1 M",9,"PEG 400","40% (v/v)",,,,
322,10_C0885,,"Rubidium chloride",RbCl,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 400","40% (v/v)",,,,
326,10_C0886,,"Rubidium chloride",RbCl,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 400","40% (v/v)",,,,
330,10_C0887,,"Rubidium chloride",RbCl,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 400","40% (v/v)",,,,
334,10_C0888,,"Sodium bromide",NaBr,"0.1 M",Tris,"0.1 M",8,"PEG 400","40% (v/v)",,,,
482,10_C0889,,"Sodium bromide",NaBr,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 400","40% (v/v)",,,,
486,10_C0890,,"Sodium chloride",NaCl,"0.1 M",HEPES,"0.1 M",7.5,"PEG 400","40% (v/v)",,,,
490,10_C0891,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M",Tris,"0.1 M",8,"PEG 400","40% (v/v)",,,,
494,10_C0892,,"Sodium nitrate",NaNO3,"0.1 M",MES,"0.1 M",6,"PEG 400","40% (v/v)",,,,
498,10_C0893,,"Sodium nitrate",NaNO3,"0.1 M",Tris,"0.1 M",8,"PEG 400","40% (v/v)",,,,
502,10_C0894,,"Sodium phosphate-monobasic",NaH2PO4*H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 400","40% (v/v)",,,,
506,10_C0895,,"Sodium phosphate-monobasic",NaH2PO4*H2O,"0.1 M",MES,"0.1 M",6,"PEG 400","40% (v/v)",,,,
510,10_C0896,,"Sodium phosphate-monobasic",NaH2PO4*H2O,"0.1 M",Tris,"0.1 M",8,"PEG 400","40% (v/v)",,,,
514,10_C0897,,"Sodium thiosulfate pentahydrate",Na2S2O3*5H2O,"0.1 M",Tris,"0.1 M",8,"PEG 400","40% (v/v)",,,,
518,10_C0898,,"Sodium thiosulfate pentahydrate",Na2S2O3*5H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 400","40% (v/v)",,,,
522,10_C0899,,"Sodium thiosulfate pentahydrate",Na2S2O3*5H2O,"0.1 M",CAPS,"0.1 M",10,"PEG 400","40% (v/v)",,,,
526,10_C0900,,"Zinc acetate",Zn(C2H3O2)2,"0.1 M",Tris,"0.1 M",8,"PEG 400","40% (v/v)",,,,
674,10_C0901,,"Zinc acetate",Zn(C2H3O2)2,"0.1 M",MES,"0.1 M",6,"PEG 400","40% (v/v)",,,,
678,10_C0902,,"Zinc acetate",Zn(C2H3O2)2,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 400","40% (v/v)",,,,
682,10_C0903,,"Potassium phosphate dibasic",K2HPO4,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 400","40% (v/v)",,,,
686,10_C0904,,"Potassium phosphate dibasic",K2HPO4,"0.1 M",CAPS,"0.1 M",10,"PEG 400","40% (v/v)",,,,
690,10_C0905,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M",HEPES,"0.1 M",7.5,"PEG 400","40% (v/v)",,,,
694,10_C0906,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M",CAPS,"0.1 M",10,"PEG 400","40% (v/v)",,,,
698,10_C0907,,"Potassium phosphate-tribasic",K3PO4,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 400","40% (v/v)",,,,
702,10_C0908,,"Potassium phosphate-tribasic",K3PO4,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 400","40% (v/v)",,,,
706,10_C0909,,"Ammonium thiocyanate",NH4SCN,"0.1 M",TAPS,"0.1 M",9,"PEG 400","40% (v/v)",,,,
710,10_C0910,,"Ammonium thiocyanate",NH4SCN,"0.1 M",HEPES,"0.1 M",7.5,"PEG 400","40% (v/v)",,,,
714,10_C0911,,"Ammonium thiocyanate",NH4SCN,"0.1 M",Tris,"0.1 M",8,"PEG 400","40% (v/v)",,,,
718,10_C0912,,"Ammonium thiocyanate",NH4SCN,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 400","40% (v/v)",,,,
866,10_C0913,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M",HEPES,"0.1 M",7.5,"PEG 400","40% (v/v)",,,,
870,10_C0914,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 400","40% (v/v)",,,,
874,10_C0915,,"Ammonium bromide",NH4Br,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 400","80% (v/v)",,,,
878,10_C0916,,"Ammonium bromide",NH4Br,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 400","80% (v/v)",,,,
882,10_C0917,,"Ammonium chloride",NH4Cl,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 400","80% (v/v)",,,,
886,10_C0918,,"Ammonium chloride",NH4Cl,"0.1 M",Tris,"0.1 M",8,"PEG 400","80% (v/v)",,,,
890,10_C0919,,"Ammonium nitrate",NH4NO3,"0.1 M",HEPES,"0.1 M",7.5,"PEG 400","60% (v/v)",,,,
894,10_C0920,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M",Tris,"0.1 M",8,"PEG 400","20% (v/v)",,,,
898,10_C0921,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M",TAPS,"0.1 M",9,"PEG 400","20% (v/v)",,,,
902,10_C0922,,"Ammonium phosphate-dibasic",(NH4)2HPO4,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 400","20% (v/v)",,,,
906,10_C0923,,"Ammonium phosphate-dibasic",(NH4)2HPO4,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 400","20% (v/v)",,,,
910,10_C0924,,"Ammonium phosphate-dibasic",(NH4)2HPO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 400","20% (v/v)",,,,
1058,10_C0925,,"Ammonium phosphate-dibasic",(NH4)2HPO4,"0.1 M",Tris,"0.1 M",8,"PEG 400","20% (v/v)",,,,
1062,10_C0926,,"Ammonium sulfate",(NH4)2SO4,"0.1 M",TAPS,"0.1 M",9,"PEG 400","20% (v/v)",,,,
1066,10_C0927,,"Calcium acetate",Ca(C2H3O2)2,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 400","20% (v/v)",,,,
1070,10_C0928,"HR Crystal Screen Cryo - 23","Magnesium chloride hexahydrate",,"0.2 M",HEPES-Na,0.1M,7.5,"PEG 400","30% (v/v)",,,,
1074,10_C0929,,"Calcium chloride dihydrate",CaCl2*2H2O,"0.1 M",HEPES,"0.1 M",7.5,"PEG 400","80% (v/v)",,,,
1078,10_C0930,,"Lithium bromide",LiBr,"0.1 M",Tris,"0.1 M",8,"PEG 400","80% (v/v)",,,,
1082,10_C0931,,"Lithium bromide",LiBr,"0.1 M",CAPS,"0.1 M",10,"PEG 400","20% (v/v)",,,,
1086,10_C0932,"HR Crystal Screen Cryo - 39","Ammonium Sulfate",,"1.7 M",HEPES-Na,"0.085 M",7.5,"PEG 400","1.7% (v/v)","Glycerol Anhydrous","15% (v/v)",,
1090,10_C0933,,"Magnesium acetate",Mg(C2H3O2)2*4H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 400","80% (v/v)",,,,
1094,10_C0934,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M",Tris,"0.1 M",8,"PEG 400","80% (v/v)",,,,
1098,10_C0935,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 400","80% (v/v)",,,,
1102,10_C0936,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 400","20% (v/v)",,,,
1250,10_C0937,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M",HEPES,"0.1 M",7.5,"PEG 400","20% (v/v)",,,,
1254,10_C0938,,"Manganese chloride tetrahydrate",MnCl2*4H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 400","80% (v/v)",,,,
1258,10_C0939,,"Potassium acetate",KC2H3O2,"0.1 M",TAPS,"0.1 M",9,"PEG 400","80% (v/v)",,,,
1262,10_C0940,"HR Crystal Screen Cryo - 27","Sodium citrate tribasic dihydrate",,0.14M,HEPES-Na,0.07M,7.5,Iso-Propanol,"14% (v/v)","Glycerol Anhydrous","30% (v/v)",,
1266,10_C0941,,"Potassium acetate",KC2H3O2,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 400","80% (v/v)",,,,
1270,10_C0942,,"Potassium acetate",KC2H3O2,"0.1 M",CAPS,"0.1 M",10,"PEG 400","20% (v/v)",,,,
1274,10_C0943,"HR Crystal Screen Cryo - 40","tri-Sodium Citrate dihydrate",,"0.095 M","iso-Propanol ","19% (v/v)",5.6,"PEG 4000","19% (w/v)","Glycerol Anhydrous","5% (v/v)",,
1278,10_C0944,,"Potassium acetate",KC2H3O2,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 400","80% (v/v)",,,,
1282,10_C0945,"HR Crystal Screen Cryo - 41",iso-Propanol,,"8.5% (v/v)",HEPES-Na,"0.085 M",7.5,"PEG 4000","17% (w/v)","Glycerol Anhydrous","15% (v/v)",,
1286,10_C0946,,"Potassium carbonate",K2CO3,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 400","60% (v/v)",,,,
1290,10_C0947,,"Potassium chloride",KCl,"0.1 M",Tris,"0.1 M",8,"PEG 400","80% (v/v)",,,,
1294,10_C0948,,"Potassium chloride",KCl,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 400","80% (v/v)",,,,
1442,10_C0949,,"Potassium nitrate",KNO3,"0.1 M",CAPS,"0.1 M",10,"PEG 400","20% (v/v)",,,,
1446,10_C0950,,"Potassium nitrate",KNO3,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 400","80% (v/v)",,,,
1450,10_C0951,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 400","20% (v/v)",,,,
1454,10_C0952,,"Potassium thiocyanate",KSCN,"0.1 M",HEPES,"0.1 M",7.5,"PEG 400","80% (v/v)",,,,
1458,10_C0953,,"Potassium thiocyanate",KSCN,"0.1 M",CAPS,"0.1 M",10,"PEG 400","20% (v/v)",,,,
1462,10_C0954,,"Rubidium chloride",RbCl,"0.1 M",HEPES,"0.1 M",7.5,"PEG 400","80% (v/v)",,,,
1466,10_C0955,,"Sodium bromide",NaBr,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 400","80% (v/v)",,,,
1470,10_C0956,,"Sodium bromide",NaBr,"0.1 M",HEPES,"0.1 M",7.5,"PEG 400","80% (v/v)",,,,
1474,10_C0957,,"Sodium chloride",NaCl,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 400","80% (v/v)",,,,
1478,10_C0958,,"Sodium chloride",NaCl,"0.1 M",TAPS,"0.1 M",9,"PEG 400","80% (v/v)",,,,
1482,10_C0959,"HR Crystal Screen Cryo - 42","Potassium dihydrogen Phosphate",,"0.04 M",,,,"PEG 8000","16% (w/v)","Glycerol Anhydrous","20% (v/v)",,
1486,10_C0960,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M",Tris,"0.1 M",8,"PEG 400","60% (v/v)",,,,
4,10_C0961,"50% Silver Bullet (HR2-096) A1+ 50% PEG/Tacsimate pH 6.8 (HR2-092)","Silver Bullet A1",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
8,10_C0962,"50% Silver Bullet (HR2-096) A2+ 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet A2",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
12,10_C0963,"50% Silver Bullet (HR2-096) A3 + 50% PEG/Tacsimate pH 6.8 (HR2-092)","Silver Bullet A3",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
16,10_C0964,"50% Silver Bullet (HR2-096) A4 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet A4",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
20,10_C0965,"50% Silver Bullet (HR2-096) A5 + 50% PEG/Tacsimate pH 6.8 (HR2-092)","Silver Bullet A5",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
24,10_C0966,"50% Silver Bullet (HR2-096) A6 + 50% PEG/Tacsimate pH 6.8 (HR2-092)","Silver Bullet A6",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
28,10_C0967,"50% Silver Bullet (HR2-096) A7 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet A7",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
32,10_C0968,"50% Silver Bullet (HR2-096) A8 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet A8",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
36,10_C0969,"50% Silver Bullet (HR2-096) A9 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet A9",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
40,10_C0970,"50% Silver Bullet (HR2-096) A10 + 50% PEG/Tacsimate pH 6.8 (HR2-092)","Silver Bullet A10",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
44,10_C0971,"50% Silver Bullet (HR2-096) A11 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet A11",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
48,10_C0972,"50% Silver Bullet (HR2-096) A12 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet A12",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
196,10_C0973,"50% Silver Bullet (HR2-096) B1 + 50% PEG/Tacsimate pH 6.8 (HR2-092)","Silver Bullet B1",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
200,10_C0974,"50% Silver Bullet (HR2-096) B2 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet B2",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
204,10_C0975,"50% Silver Bullet (HR2-096) B3 + 50% PEG/Tacsimate pH 6.8 (HR2-092)","Silver Bullet B3",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
208,10_C0976,"50% Silver Bullet (HR2-096) B4 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet B4",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
212,10_C0977,"50% Silver Bullet (HR2-096) B5 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet B5",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
216,10_C0978,"50% Silver Bullet (HR2-096) B6 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet B6",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
220,10_C0979,"50% Silver Bullet (HR2-096) B7+ 50% PEG/Tacsimate pH 6.8 (HR2-092)","Silver Bullet B7",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
224,10_C0980,"50% Silver Bullet (HR2-096) B8 + 50% PEG/Tacsimate pH 6.8 (HR2-092)","Silver Bullet B8",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
228,10_C0981,"50% Silver Bullet (HR2-096) B9 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet B9",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
232,10_C0982,"50% Silver Bullet (HR2-096) B10 + 50% PEG/Tacsimate pH 6.8 (HR2-092) ","Silver Bullet B10",,,HEPES,"0.05 M",6.8,"PEG 3350","12.5% (w/v)",,,,
