Composite List,,,,,,,,,,,,,,
Well position in plate,Cocktail #,Commercial Code,Chemical Additive,Chemical Formula,Concentration,Chemical Additive,Concentration,pH,Chemical Additive,Concentration,Chemical Additive,Concentration,Chemical Additive,Concentration
1507,M9_C0761,,Sodium Chloride,NaCl,0.2 M,TRIS,0.1 M,8.5,PEG 2000,20% (w/v),,,,
1511,M9_C0762,,Sodium Chloride,NaCl,0.2 M,TRIS,0.1 M,8.5,PEG 2000,30% (w/v),,,,
1515,M9_C0763,,Sodium Chloride,NaCl,0.2 M,TRIS,0.1 M,8.5,PEG 2000,35% (w/v),,,,
1519,M9_C0764,,Sodium Chloride,NaCl,0.2 M,TRIS,0.1 M,8.5,PEG 2000,40% (w/v),,,,
1523,M9_C0765,,Sodium Chloride,NaCl,0.5 M,TRIS,0.1 M,8.5,PEG 2000,20% (w/v),,,,
1527,M9_C0766,,Sodium Chloride,NaCl,0.5 M,TRIS,0.1 M,8.5,PEG 2000,30% (w/v),,,,
1531,M9_C0767,,Sodium Chloride,NaCl,0.5 M,TRIS,0.1 M,8.5,PEG 2000,35% (w/v),,,,
1535,M9_C0768,,Sodium Chloride,NaCl,0.5 M,TRIS,0.1 M,8.5,PEG 2000,38% (w/v),,,,
2,M9_C0769,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 8000,20% (w/v),,,,
6,M9_C0770,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 8000,30% (w/v),,,,
10,M9_C0771,,Ammonium Sulfate ,(NH4)2SO4,0.025 M,Sodium Citrate,0.1 M,5.6,PEG 8000,20% (w/v),,,,
14,M9_C0772,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 8000,8% (w/v),,,,
18,M9_C0773,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 8000,20% (w/v),,,,
22,M9_C0774,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 8000,30% (w/v),,,,
26,M9_C0775,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 8000,25% (w/v),,,,
30,M9_C0776,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 8000,8% (w/v),,,,
34,M9_C0777,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 8000,20% (w/v),,,,
38,M9_C0778,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 8000,15% (w/v),,,,
42,M9_C0779,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 8000,10% (w/v),,,,
46,M9_C0780,,Ammonium Sulfate ,(NH4)2SO4,0.4 M,Sodium Citrate,0.1 M,5.6,PEG 8000,8% (w/v),,,,
194,M9_C0781,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 8000,10% (w/v),,,,
198,M9_C0782,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 8000,7.5% (w/v),,,,
202,M9_C0783,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 8000,8% (w/v),,,,
206,M9_C0784,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 8000,20% (w/v),,,,
210,M9_C0785,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 8000,15% (w/v),,,,
214,M9_C0786,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 8000,20% (w/v),,,,
218,M9_C0787,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 8000,8% (w/v),,,,
222,M9_C0788,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 8000,20% (w/v),,,,
226,M9_C0789,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 8000,15% (w/v),,,,
230,M9_C0790,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 8000,10% (w/v),,,,
234,M9_C0791,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.3 M,Sodium Citrate,0.1 M,5.6,PEG 8000,8% (w/v),,,,
238,M9_C0792,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.15 M,Sodium Citrate,0.1 M,5.6,PEG 8000,10% (w/v),,,,
386,M9_C0793,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.15 M,Sodium Citrate,0.1 M,5.6,PEG 8000,15% (w/v),,,,
390,M9_C0794,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.075 M,Sodium Citrate,0.1 M,5.6,PEG 8000,9.5% (w/v),,,,
394,M9_C0795,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,MES,0.1 M,6.0,PEG 8000,8% (w/v),,,,
398,M9_C0796,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,MES,0.1 M,6.0,PEG 8000,20% (w/v),,,,
402,M9_C0797,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,MES,0.1 M,6.0,PEG 8000,30% (w/v),,,,
406,M9_C0798,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,MES,0.1 M,6.0,PEG 8000,40% (w/v),,,,
410,M9_C0799,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,MES,0.1 M,6.0,PEG 8000,8% (w/v),,,,
414,M9_C0800,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,MES,0.1 M,6.0,PEG 8000,20% (w/v),,,,
418,M9_C0801,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,MES,0.1 M,6.0,PEG 8000,30% (w/v),,,,
422,M9_C0802,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,MES,0.1 M,6.0,PEG 8000,40% (w/v),,,,
426,M9_C0803,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,MES,0.1 M,6.0,PEG 8000,8% (w/v),,,,
430,M9_C0804,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,MES,0.1 M,6.0,PEG 8000,20% (w/v),,,,
578,M9_C0805,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,MES,0.1 M,6.0,PEG 8000,30% (w/v),,,,
582,M9_C0806,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,MES,0.1 M,6.0,PEG 8000,35% (w/v),,,,
586,M9_C0807,,Lithium Chloride,LiCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 8000,10% (w/v),,,,
590,M9_C0808,,Lithium Chloride,LiCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 8000,32% (w/v),,,,
594,M9_C0809,,Lithium Chloride,LiCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 8000,10% (w/v),,,,
598,M9_C0810,,Lithium Chloride,LiCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 8000,20% (w/v),,,,
602,M9_C0811,,Lithium Chloride,LiCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 8000,32% (w/v),,,,
606,M9_C0812,,Lithium Chloride,LiCl,0.4 M,Sodium Citrate,0.1 M,5.6,PEG 8000,10% (w/v),,,,
610,M9_C0813,,Lithium Chloride,LiCl,0.4 M,Sodium Citrate,0.1 M,5.6,PEG 8000,20% (w/v),,,,
614,M9_C0814,,Lithium Chloride,LiCl,0.4 M,Sodium Citrate,0.1 M,5.6,PEG 8000,32% (w/v),,,,
618,M9_C0815,,Lithium Chloride,LiCl,0.5 M,Sodium Citrate,0.1 M,5.6,PEG 8000,20% (w/v),,,,
622,M9_C0816,,Lithium Chloride,LiCl,0.5 M,Sodium Citrate,0.1 M,5.6,PEG 8000,32% (w/v),,,,
770,M9_C0817,,Sodium Chloride,NaCl,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 8000,8% (w/v),,,,
774,M9_C0818,,Sodium Chloride,NaCl,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 8000,20% (w/v),,,,
778,M9_C0819,,Sodium Chloride,NaCl,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 8000,30% (w/v),,,,
782,M9_C0820,,Sodium Chloride,NaCl,0.025 M,Sodium Citrate,0.1 M,5.6,PEG 8000,20% (w/v),,,,
786,M9_C0821,,Sodium Chloride,NaCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 8000,8% (w/v),,,,
790,M9_C0822,,Sodium Chloride,NaCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 8000,20% (w/v),,,,
794,M9_C0823,,Sodium Chloride,NaCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 8000,30% (w/v),,,,
798,M9_C0824,,Sodium Chloride,NaCl,0.025 M,Sodium Citrate,0.1 M,5.6,PEG 8000,10% (w/v),,,,
802,M9_C0825,,Sodium Chloride,NaCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 8000,8% (w/v),,,,
806,M9_C0826,,Sodium Chloride,NaCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 8000,20% (w/v),,,,
810,M9_C0827,,Sodium Chloride,NaCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 8000,30% (w/v),,,,
814,M9_C0828,,Sodium Chloride,NaCl,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 8000,10% (w/v),,,,
962,M9_C0829,,Sodium Chloride,NaCl,0.5 M,Sodium Citrate,0.1 M,5.6,PEG 8000,8% (w/v),,,,
966,M9_C0830,,Sodium Chloride,NaCl,0.5 M,Sodium Citrate,0.1 M,5.6,PEG 8000,20% (w/v),,,,
970,M9_C0831,,Sodium Chloride,NaCl,0.5 M,Sodium Citrate,0.1 M,5.6,PEG 8000,30% (w/v),,,,
974,M9_C0832,,Sodium Chloride,NaCl,0.25 M,Sodium Citrate,0.1 M,5.6,PEG 8000,19% (w/v),,,,
978,M9_C0833,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,HEPES,0.1 M,7.0,PEG 8000,20% (w/v),,,,
982,M9_C0834,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,HEPES,0.1 M,7.0,PEG 8000,30% (w/v),,,,
986,M9_C0835,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,HEPES,0.1 M,7.0,PEG 8000,40% (w/v),,,,
990,M9_C0836,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,HEPES,0.1 M,7.0,PEG 8000,8% (w/v),,,,
994,M9_C0837,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,HEPES,0.1 M,7.0,PEG 8000,20% (w/v),,,,
998,M9_C0838,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,HEPES,0.1 M,7.0,PEG 8000,30% (w/v),,,,
1002,M9_C0839,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,HEPES,0.1 M,7.0,PEG 8000,40% (w/v),,,,
1006,M9_C0840,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,HEPES,0.1 M,7.0,PEG 8000,8% (w/v),,,,
1154,M9_C0841,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,HEPES,0.1 M,7.0,PEG 8000,20% (w/v),,,,
1158,M9_C0842,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,HEPES,0.1 M,7.0,PEG 8000,30% (w/v),,,,
1162,M9_C0843,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,HEPES,0.1 M,7.0,PEG 8000,40% (w/v),,,,
1166,M9_C0844,,Ammonium Sulfate ,(NH4)2SO4,0.4 M,HEPES,0.1 M,7.0,PEG 8000,8% (w/v),,,,
1170,M9_C0845,,Ammonium Sulfate ,(NH4)2SO4,0.4 M,HEPES,0.1 M,7.0,PEG 8000,20% (w/v),,,,
1174,M9_C0846,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,HEPES,0.1 M,7.0,PEG 8000,15% (w/v),,,,
1178,M9_C0847,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,HEPES,0.1 M,7.0,PEG 8000,8% (w/v),,,,
1182,M9_C0848,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,HEPES,0.1 M,7.0,PEG 8000,20% (w/v),,,,
1186,M9_C0849,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,HEPES,0.1 M,7.0,PEG 8000,30% (w/v),,,,
1190,M9_C0850,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,HEPES,0.1 M,7.0,PEG 8000,40% (w/v),,,,
1194,M9_C0851,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.2 M,HEPES,0.1 M,7.0,PEG 8000,8% (w/v),,,,
1198,M9_C0852,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.2 M,HEPES,0.1 M,7.0,PEG 8000,20% (w/v),,,,
1346,M9_C0853,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.2 M,HEPES,0.1 M,7.0,PEG 8000,30% (w/v),,,,
1350,M9_C0854,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,HEPES,0.1 M,7.0,PEG 8000,10% (w/v),,,,
1354,M9_C0855,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.3 M,HEPES,0.1 M,7.0,PEG 8000,8% (w/v),,,,
1358,M9_C0856,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.3 M,HEPES,0.1 M,7.0,PEG 8000,20% (w/v),,,,
1362,M9_C0857,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.075 M,HEPES,0.1 M,7.0,PEG 8000,7.5% (w/v),,,,
1366,M9_C0858,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.15 M,HEPES,0.1 M,7.0,PEG 8000,19% (w/v),,,,
1370,M9_C0859,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,HEPES,0.1 M,7.0,PEG 8000,8% (w/v),,,,
1374,M9_C0860,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,HEPES,0.1 M,7.0,PEG 8000,20% (w/v),,,,
1378,M9_C0861,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,HEPES,0.1 M,7.0,PEG 8000,30% (w/v),,,,
1382,M9_C0862,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,HEPES,0.1 M,7.0,PEG 8000,40% (w/v),,,,
1386,M9_C0863,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,HEPES,0.1 M,7.0,PEG 8000,8% (w/v),,,,
1390,M9_C0864,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,HEPES,0.1 M,7.0,PEG 8000,20% (w/v),,,,
98,M9_C0865,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,HEPES,0.1 M,7.0,PEG 8000,30% (w/v),,,,
102,M9_C0866,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,HEPES,0.1 M,7.0,PEG 8000,40% (w/v),,,,
106,M9_C0867,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,HEPES,0.1 M,7.0,PEG 8000,8% (w/v),,,,
110,M9_C0868,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,HEPES,0.1 M,7.0,PEG 8000,20% (w/v),,,,
114,M9_C0869,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,HEPES,0.1 M,7.0,PEG 8000,30% (w/v),,,,
118,M9_C0870,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,HEPES,0.1 M,7.0,PEG 8000,35% (w/v),,,,
122,M9_C0871,,Lithium Chloride,LiCl,0.1 M,HEPES,0.1 M,7.0,PEG 8000,10% (w/v),,,,
126,M9_C0872,,Lithium Chloride,LiCl,0.1 M,HEPES,0.1 M,7.0,PEG 8000,32% (w/v),,,,
130,M9_C0873,,Lithium Chloride,LiCl,0.2 M,HEPES,0.1 M,7.0,PEG 8000,10% (w/v),,,,
134,M9_C0874,,Lithium Chloride,LiCl,0.2 M,HEPES,0.1 M,7.0,PEG 8000,20% (w/v),,,,
138,M9_C0875,,Lithium Chloride,LiCl,0.2 M,HEPES,0.1 M,7.0,PEG 8000,32% (w/v),,,,
142,M9_C0876,,Lithium Chloride,LiCl,0.4 M,HEPES,0.1 M,7.0,PEG 8000,10% (w/v),,,,
290,M9_C0877,,Lithium Chloride,LiCl,0.4 M,HEPES,0.1 M,7.0,PEG 8000,20% (w/v),,,,
294,M9_C0878,,Lithium Chloride,LiCl,0.4 M,HEPES,0.1 M,7.0,PEG 8000,32% (w/v),,,,
298,M9_C0879,,Lithium Chloride,LiCl,0.5 M,HEPES,0.1 M,7.0,PEG 8000,20% (w/v),,,,
302,M9_C0880,,Lithium Chloride,LiCl,0.5 M,HEPES,0.1 M,7.0,PEG 8000,32% (w/v),,,,
306,M9_C0881,,Sodium Chloride,NaCl,0.05 M,HEPES,0.1 M,7.0,PEG 8000,8% (w/v),,,,
310,M9_C0882,,Sodium Chloride,NaCl,0.05 M,HEPES,0.1 M,7.0,PEG 8000,20% (w/v),,,,
314,M9_C0883,,Sodium Chloride,NaCl,0.05 M,HEPES,0.1 M,7.0,PEG 8000,30% (w/v),,,,
318,M9_C0884,,Sodium Chloride,NaCl,0.05 M,HEPES,0.1 M,7.0,PEG 8000,40% (w/v),,,,
322,M9_C0885,,Sodium Chloride,NaCl,0.1 M,HEPES,0.1 M,7.0,PEG 8000,8% (w/v),,,,
326,M9_C0886,,Sodium Chloride,NaCl,0.1 M,HEPES,0.1 M,7.0,PEG 8000,20% (w/v),,,,
330,M9_C0887,,Sodium Chloride,NaCl,0.1 M,HEPES,0.1 M,7.0,PEG 8000,30% (w/v),,,,
334,M9_C0888,,Sodium Chloride,NaCl,0.1 M,HEPES,0.1 M,7.0,PEG 8000,40% (w/v),,,,
482,M9_C0889,,Sodium Chloride,NaCl,0.2 M,HEPES,0.1 M,7.0,PEG 8000,8% (w/v),,,,
486,M9_C0890,,Sodium Chloride,NaCl,0.2 M,HEPES,0.1 M,7.0,PEG 8000,20% (w/v),,,,
490,M9_C0891,,Sodium Chloride,NaCl,0.2 M,HEPES,0.1 M,7.0,PEG 8000,30% (w/v),,,,
494,M9_C0892,,Sodium Chloride,NaCl,0.2 M,HEPES,0.1 M,7.0,PEG 8000,40% (w/v),,,,
498,M9_C0893,,Sodium Chloride,NaCl,0.5 M,HEPES,0.1 M,7.0,PEG 8000,8% (w/v),,,,
502,M9_C0894,,Sodium Chloride,NaCl,0.5 M,HEPES,0.1 M,7.0,PEG 8000,20% (w/v),,,,
506,M9_C0895,,Sodium Chloride,NaCl,0.5 M,HEPES,0.1 M,7.0,PEG 8000,30% (w/v),,,,
510,M9_C0896,,Sodium Chloride,NaCl,0.5 M,HEPES,0.1 M,7.0,PEG 8000,38% (w/v),,,,
514,M9_C0897,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,TRIS,0.1 M,8.5,PEG 8000,20% (w/v),,,,
518,M9_C0898,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,TRIS,0.1 M,8.5,PEG 8000,30% (w/v),,,,
522,M9_C0899,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,TRIS,0.1 M,8.5,PEG 8000,40% (w/v),,,,
526,M9_C0900,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,TRIS,0.1 M,8.5,PEG 8000,8% (w/v),,,,
674,M9_C0901,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,TRIS,0.1 M,8.5,PEG 8000,20% (w/v),,,,
678,M9_C0902,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,TRIS,0.1 M,8.5,PEG 8000,30% (w/v),,,,
682,M9_C0903,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,TRIS,0.1 M,8.5,PEG 8000,40% (w/v),,,,
686,M9_C0904,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,TRIS,0.1 M,8.5,PEG 8000,8% (w/v),,,,
690,M9_C0905,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,TRIS,0.1 M,8.5,PEG 8000,20% (w/v),,,,
694,M9_C0906,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,TRIS,0.1 M,8.5,PEG 8000,30% (w/v),,,,
698,M9_C0907,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,TRIS,0.1 M,8.5,PEG 8000,40% (w/v),,,,
702,M9_C0908,,Ammonium Sulfate ,(NH4)2SO4,0.4 M,TRIS,0.1 M,8.5,PEG 8000,8% (w/v),,,,
706,M9_C0909,,Ammonium Sulfate ,(NH4)2SO4,0.4 M,TRIS,0.1 M,8.5,PEG 8000,20% (w/v),,,,
710,M9_C0910,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,TRIS,0.1 M,8.5,PEG 8000,15% (w/v),,,,
714,M9_C0911,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,TRIS,0.1 M,8.5,PEG 8000,8% (w/v),,,,
718,M9_C0912,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,TRIS,0.1 M,8.5,PEG 8000,20% (w/v),,,,
866,M9_C0913,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,TRIS,0.1 M,8.5,PEG 8000,30% (w/v),,,,
870,M9_C0914,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,TRIS,0.1 M,8.5,PEG 8000,40% (w/v),,,,
874,M9_C0915,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.2 M,TRIS,0.1 M,8.5,PEG 8000,8% (w/v),,,,
878,M9_C0916,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.2 M,TRIS,0.1 M,8.5,PEG 8000,20% (w/v),,,,
882,M9_C0917,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.2 M,TRIS,0.1 M,8.5,PEG 8000,30% (w/v),,,,
886,M9_C0918,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,TRIS,0.1 M,8.5,PEG 8000,10% (w/v),,,,
890,M9_C0919,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.3 M,TRIS,0.1 M,8.5,PEG 8000,8% (w/v),,,,
894,M9_C0920,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.3 M,TRIS,0.1 M,8.5,PEG 8000,20% (w/v),,,,
898,M9_C0921,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.15 M,TRIS,0.1 M,8.5,PEG 8000,15% (w/v),,,,
902,M9_C0922,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.15 M,TRIS,0.1 M,8.5,PEG 8000,19% (w/v),,,,
906,M9_C0923,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,TRIS,0.1 M,8.5,PEG 8000,8% (w/v),,,,
910,M9_C0924,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,TRIS,0.1 M,8.5,PEG 8000,20% (w/v),,,,
1058,M9_C0925,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,TRIS,0.1 M,8.5,PEG 8000,30% (w/v),,,,
1062,M9_C0926,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,TRIS,0.1 M,8.5,PEG 8000,40% (w/v),,,,
1066,M9_C0927,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,TRIS,0.1 M,8.5,PEG 8000,8% (w/v),,,,
1070,M9_C0928,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,TRIS,0.1 M,8.5,PEG 8000,20% (w/v),,,,
1074,M9_C0929,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,TRIS,0.1 M,8.5,PEG 8000,30% (w/v),,,,
1078,M9_C0930,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.2 M,TRIS,0.1 M,8.5,PEG 8000,40% (w/v),,,,
1082,M9_C0931,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,TRIS,0.1 M,8.5,PEG 8000,8% (w/v),,,,
1086,M9_C0932,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,TRIS,0.1 M,8.5,PEG 8000,20% (w/v),,,,
1090,M9_C0933,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,TRIS,0.1 M,8.5,PEG 8000,30% (w/v),,,,
1094,M9_C0934,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.4 M,TRIS,0.1 M,8.5,PEG 8000,35% (w/v),,,,
1098,M9_C0935,,Lithium Chloride,LiCl,0.1 M,TRIS,0.1 M,8.5,PEG 8000,10% (w/v),,,,
1102,M9_C0936,,Lithium Chloride,LiCl,0.1 M,TRIS,0.1 M,8.5,PEG 8000,32% (w/v),,,,
1250,M9_C0937,,Lithium Chloride,LiCl,0.2 M,TRIS,0.1 M,8.5,PEG 8000,10% (w/v),,,,
1254,M9_C0938,,Lithium Chloride,LiCl,0.2 M,TRIS,0.1 M,8.5,PEG 8000,20% (w/v),,,,
1258,M9_C0939,,Lithium Chloride,LiCl,0.2 M,TRIS,0.1 M,8.5,PEG 8000,32% (w/v),,,,
1262,M9_C0940,,Lithium Chloride,LiCl,0.4 M,TRIS,0.1 M,8.5,PEG 8000,10% (w/v),,,,
1266,M9_C0941,,Lithium Chloride,LiCl,0.4 M,TRIS,0.1 M,8.5,PEG 8000,20% (w/v),,,,
1270,M9_C0942,,Lithium Chloride,LiCl,0.4 M,TRIS,0.1 M,8.5,PEG 8000,32% (w/v),,,,
1274,M9_C0943,,Lithium Chloride,LiCl,0.5 M,TRIS,0.1 M,8.5,PEG 8000,20% (w/v),,,,
1278,M9_C0944,,Lithium Chloride,LiCl,0.5 M,TRIS,0.1 M,8.5,PEG 8000,32% (w/v),,,,
1282,M9_C0945,,Sodium Chloride,NaCl,0.05 M,TRIS,0.1 M,8.5,PEG 8000,8% (w/v),,,,
1286,M9_C0946,,Sodium Chloride,NaCl,0.05 M,TRIS,0.1 M,8.5,PEG 8000,20% (w/v),,,,
1290,M9_C0947,,Sodium Chloride,NaCl,0.05 M,TRIS,0.1 M,8.5,PEG 8000,30% (w/v),,,,
1294,M9_C0948,,Sodium Chloride,NaCl,0.05 M,TRIS,0.1 M,8.5,PEG 8000,40% (w/v),,,,
1442,M9_C0949,,Sodium Chloride,NaCl,0.1 M,TRIS,0.1 M,8.5,PEG 8000,8% (w/v),,,,
1446,M9_C0950,,Sodium Chloride,NaCl,0.1 M,TRIS,0.1 M,8.5,PEG 8000,20% (w/v),,,,
1450,M9_C0951,,Sodium Chloride,NaCl,0.1 M,TRIS,0.1 M,8.5,PEG 8000,30% (w/v),,,,
1454,M9_C0952,,Sodium Chloride,NaCl,0.1 M,TRIS,0.1 M,8.5,PEG 8000,40% (w/v),,,,
1458,M9_C0953,,Sodium Chloride,NaCl,0.2 M,TRIS,0.1 M,8.5,PEG 8000,8% (w/v),,,,
1462,M9_C0954,,Sodium Chloride,NaCl,0.2 M,TRIS,0.1 M,8.5,PEG 8000,20% (w/v),,,,
1466,M9_C0955,,Sodium Chloride,NaCl,0.2 M,TRIS,0.1 M,8.5,PEG 8000,30% (w/v),,,,
