Composite List,,,,,,,,,,,,,,,,
Well position in plate,Cocktail #,Commercial Code,Chemical Additive,Chemical Formula,Concentration,Chemical Additive,Concentration,pH,Chemical Additive,Concentration,Chemical Additive,Concentration,Chemical Additive,Concentration,Chemical Additive,Concentration
30,21_C0754,,Lithium sulfate monohydrate,Li2SO4*H2O,0.1 M,MES,0.1 M,6,PEG 1000,20% (w/v),,,,,,
34,21_C0773,,Ammonium phosphate-monobasic,NH4H2PO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 1000,40% (w/v),,,,,,
38,21_C0797,,Potassium bromide,KBr,0.1 M,Sodium Acetate,0.1 M,5,PEG 1000,40% (w/v),,,,,,
42,21_C0798,,Potassium bromide,KBr,0.1 M,TRIS,0.1 M,8,PEG 1000,40% (w/v),,,,,,
46,21_C0799,,Potassium bromide,KBr,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 1000,40% (w/v),,,,,,
194,21_C0801,,Potassium carbonate,K2CO3,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 1000,40% (w/v),,,,,,
198,21_C0802,,Potassium carbonate,K2CO3,0.1 M,Sodium Acetate,0.1 M,5,PEG 1000,40% (w/v),,,,,,
202,21_C0808,,Potassium nitrate,KNO3,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 1000,40% (w/v),,,,,,
206,21_C0813,,Rubidium chloride,RbCl,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 1000,40% (w/v),,,,,,
210,21_C0814,,Rubidium chloride,RbCl,0.1 M,TRIS,0.1 M,8,PEG 1000,40% (w/v),,,,,,
214,21_C0815,,Rubidium chloride,RbCl,0.1 M,MES,0.1 M,6,PEG 1000,40% (w/v),,,,,,
218,21_C0829,,Lithium sulfate monohydrate,Li2SO4*H2O,0.1 M,TRIS,0.1 M,8,PEG 1000,40% (w/v),,,,,,
222,21_C0830,,Lithium sulfate monohydrate,Li2SO4*H2O,0.1 M,MES,0.1 M,6,PEG 1000,40% (w/v),,,,,,
226,21_C0846,,Ammonium phosphate-monobasic,NH4H2PO4,0.1 M,Sodium Acetate,0.1 M,5,PEG 400,40% (v/v),,,,,,
230,21_C0868,,Potassium bromide,KBr,0.1 M,MES,0.1 M,6,PEG 400,40% (v/v),,,,,,
234,21_C0869,,Potassium bromide,KBr,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 400,40% (v/v),,,,,,
238,21_C0871,,Potassium carbonate,K2CO3,0.1 M,Sodium Acetate,0.1 M,5,PEG 400,40% (v/v),,,,,,
386,21_C0877,,Potassium nitrate,KNO3,0.1 M,MES,0.1 M,6,PEG 400,40% (v/v),,,,,,
390,21_C0885,,Rubidium chloride,RbCl,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 400,40% (v/v),,,,,,
394,21_C0887,,Rubidium chloride,RbCl,0.1 M,Sodium Acetate,0.1 M,5,PEG 400,40% (v/v),,,,,,
398,21_C0920,,Ammonium phosphate-monobasic,NH4H2PO4,0.1 M,TRIS,0.1 M,8,PEG 400,20% (v/v),,,,,,
402,21_C0930,,Lithium bromide,LiBr,0.1 M,TRIS,0.1 M,8,PEG 400,80% (v/v),,,,,,
406,21_C0947,,Potassium chloride,KCl,0.1 M,TRIS,0.1 M,8,PEG 400,80% (v/v),,,,,,
410,21_C0707,,Ammonium sulfate,(NH4)2SO4,0.1 M,MES,0.1 M,6,PEG 1000,20% (w/v),,,,,,
414,21_C0718,,Magnesium sulfate heptahydrate,MgSO4*7H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 1000,20% (w/v),,,,,,
418,21_C0734,,Potassium thiocyanate,KSCN,0.1 M,TRIS,0.1 M,8,PEG 1000,20% (w/v),,,,,,
422,21_C0738,,Sodium bromide,NaBr,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 1000,20% (w/v),,,,,,
426,21_C0743,,Sodium nitrate,NaNO3,0.1 M,TRIS,0.1 M,8,PEG 1000,20% (w/v),,,,,,
430,21_C0765,,Magnesium nitrate hexahydrate,Mg(NO3)2*6H2O,0.1 M,TRIS,0.1 M,8,PEG 1000,20% (w/v),,,,,,
578,21_C0766,,Magnesium nitrate hexahydrate,Mg(NO3)2*6H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 1000,20% (w/v),,,,,,
582,21_C0779,,Ammonium sulfate,(NH4)2SO4,0.1 M,TRIS,0.1 M,8,PEG 1000,40% (w/v),,,,,,
586,21_C0812,,Potassium thiocyanate,KSCN,0.1 M,MES,0.1 M,6,PEG 1000,40% (w/v),,,,,,
590,21_C0818,,Sodium chloride,NaCl,0.1 M,TRIS,0.1 M,8,PEG 1000,40% (w/v),,,,,,
594,21_C0821,,Sodium molybdate dihydrate,Na2MoO4*2H2O,0.1 M,TRIS,0.1 M,8,PEG 1000,20% (w/v),,,,,,
598,21_C0822,,Sodium nitrate,NaNO3,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 1000,40% (w/v),,,,,,
602,21_C0833,,Potassium phosphate-tribasic,K3PO4,0.1 M,MES,0.1 M,6,PEG 1000,40% (w/v),,,,,,
606,21_C0863,,Magnesium sulfate heptahydrate,MgSO4*7H2O,0.1 M,MES,0.1 M,6,PEG 400,40% (v/v),,,,,,
610,21_C0883,,Potassium thiocyanate,KSCN,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 400,40% (v/v),,,,,,
614,21_C0888,,Sodium bromide,NaBr,0.1 M,TRIS,0.1 M,8,PEG 400,40% (v/v),,,,,,
618,21_C0891,,Sodium molybdate dihydrate,Na2MoO4*2H2O,0.1 M,TRIS,0.1 M,8,PEG 400,40% (v/v),,,,,,
622,21_C0892,,Sodium nitrate,NaNO3,0.1 M,MES,0.1 M,6,PEG 400,40% (v/v),,,,,,
770,21_C0893,,Sodium nitrate,NaNO3,0.1 M,TRIS,0.1 M,8,PEG 400,40% (v/v),,,,,,
774,21_C0907,,Potassium phosphate-tribasic,K3PO4,0.1 M,Sodium Acetate,0.1 M,5,PEG 400,40% (v/v),,,,,,
778,21_C0936,,Magnesium sulfate heptahydrate,MgSO4*7H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 400,20% (v/v),,,,,,
782,21_C0955,,Sodium bromide,NaBr,0.1 M,Sodium Acetate,0.1 M,5,PEG 400,80% (v/v),,,,,,
786,21_C0957,,Sodium chloride,NaCl,0.1 M,Sodium Acetate,0.1 M,5,PEG 400,80% (v/v),,,,,,
790,21_C0960,,Sodium molybdate dihydrate,Na2MoO4*2H2O,0.1 M,TRIS,0.1 M,8,PEG 400,60% (v/v),,,,,,
794,21_C0696,,Ammonium chloride,NH4Cl,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 1000,20% (w/v),,,,,,
798,21_C0697,,Ammonium chloride,NH4Cl,0.1 M,Sodium Acetate,0.1 M,5,PEG 1000,20% (w/v),,,,,,
802,21_C0699,,Ammonium chloride,NH4Cl,0.1 M,TRIS,0.1 M,8,PEG 1000,20% (w/v),,,,,,
806,21_C0701,,Ammonium nitrate,NH4NO3,0.1 M,Sodium Acetate,0.1 M,5,PEG 1000,20% (w/v),,,,,,
810,21_C0702,,Ammonium nitrate,NH4NO3,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 1000,20% (w/v),,,,,,
814,21_C0705,,Ammonium phosphate-dibasic,(NH4)2HPO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 1000,20% (w/v),,,,,,
962,21_C0711,,Lithium chloride,LiCl,0.1 M,TRIS,0.1 M,8,PEG 1000,20% (w/v),,,,,,
966,21_C0712,,Lithium chloride,LiCl,0.1 M,MES,0.1 M,6,PEG 1000,20% (w/v),,,,,,
970,21_C0714,,Magnesium chloride hexahydrate,MgCl2*6H2O,0.1 M,TRIS,0.1 M,8,PEG 1000,20% (w/v),,,,,,
974,21_C0715,,Magnesium chloride hexahydrate,MgCl2*6H2O,0.1 M,MES,0.1 M,6,PEG 1000,20% (w/v),,,,,,
978,21_C0722,,Potassium acetate,KC2H3O2,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 1000,20% (w/v),,,,,,
982,21_C0732,,Potassium phosphate-monobasic,KH2PO4,0.1 M,MES,0.1 M,6,PEG 1000,20% (w/v),,,,,,
986,21_C0746,,Zinc Acetate dihydrate,Zn(C2H3O2)2*2H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 1000,20% (w/v),,,,,,
990,21_C0768,,Ammonium bromide,NH4Br,0.1 M,TRIS,0.1 M,8,PEG 1000,40% (w/v),,,,,,
994,21_C0769,,Ammonium bromide,NH4Br,0.1 M,Sodium Acetate,0.1 M,5,PEG 1000,40% (w/v),,,,,,
998,21_C0770,,Ammonium chloride,NH4Cl,0.1 M,TRIS,0.1 M,8,PEG 1000,40% (w/v),,,,,,
1002,21_C0776,,Ammonium phosphate-dibasic,(NH4)2HPO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 1000,40% (w/v),,,,,,
1006,21_C0786,,Lithium chloride,LiCl,0.1 M,Sodium Acetate,0.1 M,5,PEG 1000,40% (w/v),,,,,,
1154,21_C0788,,Lithium chloride,LiCl,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 1000,40% (w/v),,,,,,
1158,21_C0796,,Potassium acetate,KC2H3O2,0.1 M,MES,0.1 M,6,PEG 1000,40% (w/v),,,,,,
1162,21_C0809,,Potassium phosphate-monobasic,KH2PO4,0.1 M,TRIS,0.1 M,8,PEG 1000,40% (w/v),,,,,,
1166,21_C0810,,Potassium phosphate-monobasic,KH2PO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 1000,40% (w/v),,,,,,
1170,21_C0825,,Zinc Acetate dihydrate,Zn(C2H3O2)2*2H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 1000,40% (w/v),,,,,,
1174,21_C0826,,Zinc Acetate dihydrate,Zn(C2H3O2)2*2H2O,0.1 M,TRIS,0.1 M,8,PEG 1000,40% (w/v),,,,,,
1178,21_C0840,,Ammonium bromide,NH4Br,0.1 M,TRIS,0.1 M,8,PEG 400,40% (v/v),,,,,,
1182,21_C0841,,Ammonium bromide,NH4Br,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 400,40% (v/v),,,,,,
1186,21_C0842,,Ammonium chloride,NH4Cl,0.1 M,MES,0.1 M,6,PEG 400,40% (v/v),,,,,,
1190,21_C0845,,Ammonium nitrate,NH4NO3,0.1 M,Sodium Acetate,0.1 M,5,PEG 400,40% (v/v),,,,,,
1194,21_C0848,,Ammonium phosphate-dibasic,(NH4)2HPO4,0.1 M,TRIS,0.1 M,8,PEG 400,40% (v/v),,,,,,
1198,21_C0862,,Magnesium chloride hexahydrate,MgCl2*6H2O,0.1 M,MES,0.1 M,6,PEG 400,40% (v/v),,,,,,
1346,21_C0900,,Zinc Acetate dihydrate,Zn(C2H3O2)2*2H2O,0.1 M,TRIS,0.1 M,8,PEG 400,40% (v/v),,,,,,
1350,21_C0901,,Zinc Acetate dihydrate,Zn(C2H3O2)2*2H2O,0.1 M,MES,0.1 M,6,PEG 400,40% (v/v),,,,,,
1354,21_C0902,,Zinc Acetate dihydrate,Zn(C2H3O2)2*2H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 400,40% (v/v),,,,,,
1358,21_C0915,,Ammonium bromide,NH4Br,0.1 M,Sodium Acetate,0.1 M,5,PEG 400,80% (v/v),,,,,,
1362,21_C0917,,Ammonium chloride,NH4Cl,0.1 M,Sodium Acetate,0.1 M,5,PEG 400,80% (v/v),,,,,,
1366,21_C0918,,Ammonium chloride,NH4Cl,0.1 M,TRIS,0.1 M,8,PEG 400,80% (v/v),,,,,,
1370,21_C0922,,Ammonium phosphate-dibasic,(NH4)2HPO4,0.1 M,Sodium Acetate,0.1 M,5,PEG 400,20% (v/v),,,,,,
1374,21_C0924,,Ammonium phosphate-dibasic,(NH4)2HPO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 400,20% (v/v),,,,,,
1378,21_C0925,,Ammonium phosphate-dibasic,(NH4)2HPO4,0.1 M,TRIS,0.1 M,8,PEG 400,20% (v/v),,,,,,
1382,21_C0934,,Magnesium chloride hexahydrate,MgCl2*6H2O,0.1 M,TRIS,0.1 M,8,PEG 400,80% (v/v),,,,,,
1386,21_C0941,,Potassium acetate,KC2H3O2,0.1 M,Sodium Acetate,0.1 M,5,PEG 400,80% (v/v),,,,,,
1390,21_C0951,,Potassium phosphate-monobasic,KH2PO4,0.1 M,Sodium Acetate,0.1 M,5,PEG 400,20% (v/v),,,,,,
98,21_C0744,,Sodium phosphate-monobasic,NaH2PO4,0.1 M,HEPES,0.1 M,7.5,PEG 1000,20% (w/v),,,,,,
102,21_C0749,,Potassium phosphate dibasic,K2HPO4,0.1 M,CAPS,0.1 M,10,PEG 1000,20% (w/v),,,,,,
106,21_C0751,,Cobalt sulfate heptahydrate,CoSO4*7H2O,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 1000,20% (w/v),,,,,,
110,21_C0781,,Calcium chloride dihydrate,CaCl2*2H2O,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 1000,40% (w/v),,,,,,
114,21_C0852,,Calcium acetate,Ca(C2H3O2)2,0.1 M,HEPES,0.1 M,7.5,PEG 400,40% (v/v),,,,,,
118,21_C0854,,Calcium chloride dihydrate,CaCl2*2H2O,0.1 M,HEPES,0.1 M,7.5,PEG 400,40% (v/v),,,,,,
122,21_C0898,,Sodium thiosulfate pentahydrate,Na2S2O3*5H2O,0.1 M,TAPS,0.1 M,9,PEG 400,40% (v/v),,,,,,
126,21_C0899,,Sodium thiosulfate pentahydrate,Na2S2O3*5H2O,0.1 M,CAPS,0.1 M,10,PEG 400,40% (v/v),,,,,,
130,21_C0904,,Potassium phosphate dibasic,K2HPO4,0.1 M,CAPS,0.1 M,10,PEG 400,40% (v/v),,,,,,
134,21_C0929,,Calcium chloride dihydrate,CaCl2*2H2O,0.1 M,HEPES,0.1 M,7.5,PEG 400,80% (v/v),,,,,,
138,21_C0933,,Magnesium Acetate tetrahydrate,Mg(C2H3O2)2*4H2O,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 400,80% (v/v),,,,,,
142,21_C0938,,Manganese chloride tetrahydrate,MnCl2*4H2O,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 400,80% (v/v),,,,,,
290,21_C0709,,Calcium chloride dihydrate,CaCl2*2H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 1000,20% (w/v),,,,,,
294,21_C0719,,Manganese chloride tetrahydrate,MnCl2*4H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 1000,20% (w/v),,,,,,
298,21_C0720,,Manganese chloride tetrahydrate,MnCl2*4H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 1000,20% (w/v),,,,,,
302,21_C0721,,Manganese chloride tetrahydrate,MnCl2*4H2O,0.1 M,MES,0.1 M,6,PEG 1000,20% (w/v),,,,,,
306,21_C0745,,Sodium thiosulfate pentahydrate,Na2S2O3*5H2O,0.1 M,TRIS,0.1 M,8,PEG 1000,20% (w/v),,,,,,
310,21_C0747,,Potassium phosphate dibasic,K2HPO4,0.1 M,TRIS,0.1 M,8,PEG 1000,20% (w/v),,,,,,
314,21_C0748,,Potassium phosphate dibasic,K2HPO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 1000,20% (w/v),,,,,,
318,21_C0750,,Cobalt sulfate heptahydrate,CoSO4*7H2O,0.1 M,TRIS,0.1 M,8,PEG 1000,10% (w/v),,,,,,
322,21_C0752,,Cobalt sulfate heptahydrate,CoSO4*7H2O,0.1 M,MES,0.1 M,6,PEG 1000,20% (w/v),,,,,,
326,21_C0753,,Cobalt sulfate heptahydrate,CoSO4*7H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 1000,20% (w/v),,,,,,
330,21_C0763,,Manganese sulfate monohydrate,MnSO4*H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 1000,20% (w/v),,,,,,
334,21_C0764,,Manganese sulfate monohydrate,MnSO4*H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 1000,20% (w/v),,,,,,
482,21_C0780,,Calcium acetate,Ca(C2H3O2)2,0.1 M,Sodium Acetate,0.1 M,5,PEG 1000,40% (w/v),,,,,,
486,21_C0790,,Magnesium Acetate tetrahydrate,Mg(C2H3O2)2*4H2O,0.1 M,TRIS,0.1 M,8,PEG 1000,40% (w/v),,,,,,
490,21_C0793,,Manganese chloride tetrahydrate,MnCl2*4H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 1000,40% (w/v),,,,,,
494,21_C0794,,Manganese chloride tetrahydrate,MnCl2*4H2O,0.1 M,MES,0.1 M,6,PEG 1000,40% (w/v),,,,,,
498,21_C0824,,Sodium phosphate-monobasic,NaH2PO4,0.1 M,MES,0.1 M,6,PEG 1000,40% (w/v),,,,,,
502,21_C0837,,Manganese sulfate monohydrate,MnSO4*H2O,0.1 M,MES,0.1 M,6,PEG 1000,40% (w/v),,,,,,
506,21_C0851,,Calcium acetate,Ca(C2H3O2)2,0.1 M,Sodium Acetate,0.1 M,5,PEG 400,40% (v/v),,,,,,
510,21_C0853,,Calcium acetate,Ca(C2H3O2)2,0.1 M,MES,0.1 M,6,PEG 400,40% (v/v),,,,,,
514,21_C0861,,Magnesium Acetate tetrahydrate,Mg(C2H3O2)2*4H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 400,40% (v/v),,,,,,
518,21_C0894,,Sodium phosphate-monobasic,NaH2PO4,0.1 M,Sodium Acetate,0.1 M,5,PEG 400,40% (v/v),,,,,,
522,21_C0895,,Sodium phosphate-monobasic,NaH2PO4,0.1 M,MES,0.1 M,6,PEG 400,40% (v/v),,,,,,
526,21_C0896,,Sodium phosphate-monobasic,NaH2PO4,0.1 M,TRIS,0.1 M,8,PEG 400,40% (v/v),,,,,,
674,21_C0897,,Sodium thiosulfate pentahydrate,Na2S2O3*5H2O,0.1 M,TRIS,0.1 M,8,PEG 400,40% (v/v),,,,,,
678,21_C0903,,Potassium phosphate dibasic,K2HPO4,0.1 M,Sodium Acetate,0.1 M,5,PEG 400,40% (v/v),,,,,,
682,21_C0927,,Calcium acetate,Ca(C2H3O2)2,0.1 M,Sodium Acetate,0.1 M,5,PEG 400,20% (v/v),,,,,,
686,21_C0710,,Lithium bromide,LiBr,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 1000,20% (w/v),,,,,,
690,21_C0727,,Potassium chloride,KCl,0.1 M,BIS-TRIS propane,0.1 M,7,PEG 1000,20% (w/v),,,,,,
694,21_C0760,,Ammonium thiocyanate,NH4SCN,0.1 M,CAPS,0.1 M,10,PEG 1000,20% (w/v),,,,,,
698,21_C0762,,Ammonium thiocyanate,NH4SCN,0.1 M,HEPES,0.1 M,7.5,PEG 1000,20% (w/v),,,,,,
702,21_C0785,,Lithium bromide,LiBr,0.1 M,TAPS,0.1 M,9,PEG 1000,40% (w/v),,,,,,
706,21_C0804,,Potassium chloride,KCl,0.1 M,CAPS,0.1 M,10,PEG 1000,40% (w/v),,,,,,
710,21_C0805,,Potassium chloride,KCl,0.1 M,TAPS,0.1 M,9,PEG 1000,40% (w/v),,,,,,
714,21_C0806,,Potassium chloride,KCl,0.1 M,HEPES,0.1 M,7.5,PEG 1000,40% (w/v),,,,,,
718,21_C0834,,Ammonium thiocyanate,NH4SCN,0.1 M,TAPS,0.1 M,9,PEG 1000,40% (w/v),,,,,,
866,21_C0835,,Ammonium thiocyanate,NH4SCN,0.1 M,CAPS,0.1 M,10,PEG 1000,40% (w/v),,,,,,
870,21_C0726,,Potassium chloride,KCl,0.1 M,Sodium Acetate,0.1 M,5,PEG 1000,20% (w/v),,,,,,
874,21_C0761,,Ammonium thiocyanate,NH4SCN,0.1 M,TRIS,0.1 M,8,PEG 1000,20% (w/v),,,,,,
878,21_C0782,,Lithium bromide,LiBr,0.1 M,MES,0.1 M,6,PEG 1000,40% (w/v),,,,,,
882,21_C0783,,Lithium bromide,LiBr,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 1000,40% (w/v),,,,,,
886,21_C0784,,Lithium bromide,LiBr,0.1 M,TRIS,0.1 M,8,PEG 1000,40% (w/v),,,,,,
890,21_C0856,,Lithium bromide,LiBr,0.1 M,MES,0.1 M,6,PEG 400,40% (v/v),,,,,,
894,21_C0857,,Lithium bromide,LiBr,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 400,40% (v/v),,,,,,
898,21_C0858,,Lithium bromide,LiBr,0.1 M,TRIS,0.1 M,8,PEG 400,40% (v/v),,,,,,
902,21_C0873,,Potassium chloride,KCl,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 400,40% (v/v),,,,,,
906,21_C0874,,Potassium chloride,KCl,0.1 M,MES,0.1 M,6,PEG 400,40% (v/v),,,,,,
910,21_C0911,,Ammonium thiocyanate,NH4SCN,0.1 M,TRIS,0.1 M,8,PEG 400,40% (v/v),,,,,,
1058,21_C0912,,Ammonium thiocyanate,NH4SCN,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 400,40% (v/v),,,,,,
1062,21_C0193,HR Grid Screen Ammonium Sulfate-A1,Ammonium sulfate,,0.8 M,Citric acid,0.1 M,4,,,,,,,,
1066,21_C0194,HR Grid Screen Ammonium Sulfate-A2,Ammonium sulfate,,0.8 M,Citric acid,0.1 M,5,,,,,,,,
1070,21_C0195,HR Grid Screen Ammonium Sulfate-A3,Ammonium sulfate,,0.8 M,MES monohydrate,0.1 M,6,,,,,,,,
1074,21_C0196,HR Grid Screen Ammonium Sulfate-A4,Ammonium sulfate,,0.8 M,HEPES,0.1 M,7,,,,,,,,
1078,21_C0197,HR Grid Screen Ammonium Sulfate-A5,Ammonium sulfate,,0.8 M,TRIS,0.1 M,8,,,,,,,,
1082,21_C0198,HR Grid Screen Ammonium Sulfate-A6,Ammonium sulfate,,0.8 M,BICINE,0.1 M,9,,,,,,,,
1086,21_C0199,HR Grid Screen Ammonium Sulfate-B1,Ammonium sulfate,,1.6 M,Citric acid,0.1 M,4,,,,,,,,
1090,21_C0200,HR Grid Screen Ammonium Sulfate-B2,Ammonium sulfate,,1.6 M,Citric acid,0.1 M,5,,,,,,,,
1094,21_C0201,HR Grid Screen Ammonium Sulfate-B3,Ammonium sulfate,,1.6 M,MES monohydrate,0.1 M,6,,,,,,,,
1098,21_C0202,HR Grid Screen Ammonium Sulfate-B4,Ammonium sulfate,,1.6 M,HEPES,0.1 M,7,,,,,,,,
1102,21_C0203,HR Grid Screen Ammonium Sulfate-B5,Ammonium sulfate,,1.6 M,TRIS,0.1 M,8,,,,,,,,
1250,21_C0204,HR Grid Screen Ammonium Sulfate-B6,Ammonium sulfate,,1.6 M,BICINE,0.1 M,9,,,,,,,,
1254,21_C0205,HR Grid Screen Ammonium Sulfate-C1,Ammonium sulfate,,2.4 M,Citric acid,0.1 M,4,,,,,,,,
1258,21_C0206,HR Grid Screen Ammonium Sulfate-C2,Ammonium sulfate,,2.4 M,Citric acid,0.1 M,5,,,,,,,,
1262,21_C0207,HR Grid Screen Ammonium Sulfate-C3,Ammonium sulfate,,2.4 M,MES monohydrate,0.1 M,6,,,,,,,,
1266,21_C0208,HR Grid Screen Ammonium Sulfate-C4,Ammonium sulfate,,2.4 M,HEPES,0.1 M,7,,,,,,,,
1270,21_C0209,HR Grid Screen Ammonium Sulfate-C5,Ammonium sulfate,,2.4 M,TRIS,0.1 M,8,,,,,,,,
1274,21_C0210,HR Grid Screen Ammonium Sulfate-C6,Ammonium sulfate,,2.4 M,BICINE,0.1 M,9,,,,,,,,
1278,21_C0211,HR Grid Screen Ammonium Sulfate-D1,Ammonium sulfate,,3.0 M,Citric acid,0.1 M,4,,,,,,,,
1282,21_C0212,HR Grid Screen Ammonium Sulfate-D2,Ammonium sulfate,,3.0 M,Citric acid,0.1 M,5,,,,,,,,
1286,21_C0213,HR Grid Screen Ammonium Sulfate-D3,Ammonium sulfate,,3.0 M,MES monohydrate,0.1 M,6,,,,,,,,
1290,21_C0214,HR Grid Screen Ammonium Sulfate-D4,Ammonium sulfate,,3.0 M,HEPES,0.1 M,7,,,,,,,,
1294,21_C0215,HR Grid Screen Ammonium Sulfate-D5,Ammonium sulfate,,3.0 M,TRIS,0.1 M,8,,,,,,,,
1442,21_C0216,HR Grid Screen Ammonium Sulfate-D6,Ammonium sulfate,,3.0 M,BICINE,0.1 M,9,,,,,,,,
1446,21_C0828,HR Polymer Screen 13,,,,Tacsimate,10% (v/v),7,"Polyethylene glycol 3,350",15% (w/v),,,,,,
1450,21_C0838,HR Polymer Screen 14,,,,Tacsimate,10% (v/v),7,"Polyethylene glycol 4,000",20% (w/v),,,,,,
1454,21_C0855,HR Polymer Screen 15,,,,Tacsimate,10% (v/v),7,"Polyethylene glycol 6,000",20% (w/v),,,,,,
1458,21_C0878,HR Polymer Screen 16,,,,Tacsimate,10% (v/v),7,"Polyethylene glycol 8,000",20% (w/v),,,,,,
1462,21_C0880,HR Polymer Screen 17,,,,Tacsimate,10% (v/v),7,"Polyethylene glycol 10,000",20% (w/v),,,,,,
1466,21_C0928,HR Polymer Screen 18,,,,Tacsimate,10% (v/v),7,"Polyethylene glycol 20,000",12% (w/v),,,,,,
1470,21_C0932,HR Polymer Screen 19,,,,Tacsimate,10% (v/v),7,Polyethylene glycol monomethyl ether 550,20% (v/v),,,,,,
1474,21_C0940,HR Polymer Screen 20,,,,Tacsimate,10% (v/v),7,"Polyethylene glycol monomethyl ether 2,000",20% (w/v),,,,,,
1478,21_C0943,HR Polymer Screen 21,,,,Tacsimate,10% (v/v),7,"Polyethylene glycol monomethyl ether 5,000",20% (w/v),,,,,,
1482,21_C0945,HR Polymer Screen 22,,,,Tacsimate,10% (v/v),7,Polypropylene glycol P 400,10% (v/v),,,,,,
1486,21_C0959,HR Polymer Screen 23,,,,Tacsimate,10% (v/v),7,Polyvinylpyrrolidone K 15,20% (w/v),,,,,,
4,21_C0961, HR PEGRx HT-A1,,,,Citric acid,0.1 M,3.5,Polyethylene glycol 200,34% v/v,,,,,,
8,21_C0962, HR PEGRx HT-A2,,,,Sodium citrate tribasic dihydrate,0.1 M,5.5,Polyethylene glycol 200,38% v/v,,,,,,
12,21_C0963, HR PEGRx HT-A3,,,,HEPES,0.1 M,7.5,Polyethylene glycol 200,42% v/v,,,,,,
16,21_C0964, HR PEGRx HT-A4,,,,Sodium acetate trihydrate,0.1 M,4.5,Polyethylene glycol 300,30% v/v,,,,,,
20,21_C0965, HR PEGRx HT-A5,,,,BIS-TRIS,0.1 M,6.5,Polyethylene glycol 300,25% v/v,,,,,,
24,21_C0966, HR PEGRx HT-A6,,,,BICINE,0.1 M,8.5,Polyethylene glycol 300,20% v/v,,,,,,
28,21_C0967, HR PEGRx HT-A7,,,,Sodium acetate trihydrate,0.1 M,4,Polyethylene glycol 400,15% v/v,,,,,,
32,21_C0968, HR PEGRx HT-A8,,,,MES monohydrate,0.1 M,6,Polyethylene glycol 400,22% v/v,,,,,,
36,21_C0969, HR PEGRx HT-A9,,,,Tris,0.1 M,8,Polyethylene glycol 400,30% v/v,,,,,,
40,21_C0970, HR PEGRx HT-A10,,,,Sodium citrate tribasic dihydrate,0.1 M,5,Polyethylene glycol monomethyl ether 550,30% v/v,,,,,,
44,21_C0971, HR PEGRx HT-A11,,,,Imidazole,0.1 M,7,Polyethylene glycol monomethyl ether 550,25% v/v,,,,,,
48,21_C0972, HR PEGRx HT-A12,,,,BIS-TRIS propane,0.1 M,9,Polyethylene glycol monomethyl ether 550,20% v/v,,,,,,
196,21_C0973, HR PEGRx HT-B1,,,,Sodium acetate trihydrate,0.1 M,4,"Jeffamine® M-600®, pH 7.0",10% v/v,,,,,,
