"Composite List",,,,,,,,,,,,,,
"Well position in plate","Cocktail #","Commercial Code","Chemical Additive","Chemical Formula",Concentration,"Chemical Additive",Concentration,pH,"Chemical Additive",Concentration,"Chemical Additive",Concentration,,
939,M5_C0727,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",TRIS,"0.1 M",8.5,"PEG 2000","16% (w/v)",,,,
943,M5_C0728,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
947,M5_C0729,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",TRIS,"0.1 M",8.5,"PEG 2000","30% (w/v)",,,,
951,M5_C0730,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",TRIS,"0.1 M",8.5,"PEG 2000","40% (w/v)",,,,
955,M5_C0731,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","16% (w/v)",,,,
959,M5_C0732,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
1107,M5_C0733,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","30% (w/v)",,,,
1111,M5_C0734,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","40% (w/v)",,,,
1115,M5_C0735,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","16% (w/v)",,,,
1119,M5_C0736,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
1123,M5_C0737,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","30% (w/v)",,,,
1127,M5_C0738,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 2000","10% (w/v)",,,,
1131,M5_C0739,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M",TRIS,"0.1 M",8.5,"PEG 2000","16% (w/v)",,,,
1135,M5_C0740,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
1139,M5_C0741,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.15 M",TRIS,"0.1 M",8.5,"PEG 2000","15% (w/v)",,,,
1143,M5_C0742,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.15 M",TRIS,"0.1 M",8.5,"PEG 2000","19% (w/v)",,,,
1147,M5_C0743,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.05 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
1151,M5_C0744,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.05 M",TRIS,"0.1 M",8.5,"PEG 2000","40% (w/v)",,,,
1299,M5_C0745,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
1303,M5_C0746,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","30% (w/v)",,,,
1307,M5_C0747,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","40% (w/v)",,,,
1311,M5_C0748,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
1315,M5_C0749,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","30% (w/v)",,,,
1319,M5_C0750,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","40% (w/v)",,,,
1323,M5_C0751,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.3 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
1327,M5_C0752,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.3 M",TRIS,"0.1 M",8.5,"PEG 2000","38% (w/v)",,,,
1331,M5_C0753,,"Sodium Chloride",NaCl,"0.05 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
1335,M5_C0754,,"Sodium Chloride",NaCl,"0.05 M",TRIS,"0.1 M",8.5,"PEG 2000","30% (w/v)",,,,
1339,M5_C0755,,"Sodium Chloride",NaCl,"0.05 M",TRIS,"0.1 M",8.5,"PEG 2000","35% (w/v)",,,,
1343,M5_C0756,,"Sodium Chloride",NaCl,"0.05 M",TRIS,"0.1 M",8.5,"PEG 2000","40% (w/v)",,,,
1491,M5_C0757,,"Sodium Chloride",NaCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
1495,M5_C0758,,"Sodium Chloride",NaCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","30% (w/v)",,,,
1499,M5_C0759,,"Sodium Chloride",NaCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","35% (w/v)",,,,
1503,M5_C0760,,"Sodium Chloride",NaCl,"0.1 M",TRIS,"0.1 M",8.5,"PEG 2000","40% (w/v)",,,,
1507,M5_C0761,,"Sodium Chloride",NaCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
1511,M5_C0762,,"Sodium Chloride",NaCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","30% (w/v)",,,,
1515,M5_C0763,,"Sodium Chloride",NaCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","35% (w/v)",,,,
1519,M5_C0764,,"Sodium Chloride",NaCl,"0.2 M",TRIS,"0.1 M",8.5,"PEG 2000","40% (w/v)",,,,
1523,M5_C0765,,"Sodium Chloride",NaCl,"0.5 M",TRIS,"0.1 M",8.5,"PEG 2000","20% (w/v)",,,,
1527,M5_C0766,,"Sodium Chloride",NaCl,"0.5 M",TRIS,"0.1 M",8.5,"PEG 2000","30% (w/v)",,,,
1531,M5_C0767,,"Sodium Chloride",NaCl,"0.5 M",TRIS,"0.1 M",8.5,"PEG 2000","35% (w/v)",,,,
1535,M5_C0768,,"Sodium Chloride",NaCl,"0.5 M",TRIS,"0.1 M",8.5,"PEG 2000","38% (w/v)",,,,
2,M5_C0769,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","20% (w/v)",,,,
6,M5_C0770,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","30% (w/v)",,,,
10,M5_C0771,,"Ammonium Sulfate ",(NH4)2SO4,"0.025 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","20% (w/v)",,,,
14,M5_C0772,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","8% (w/v)",,,,
18,M5_C0773,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","20% (w/v)",,,,
22,M5_C0774,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","30% (w/v)",,,,
26,M5_C0775,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","25% (w/v)",,,,
30,M5_C0776,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","8% (w/v)",,,,
34,M5_C0777,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","20% (w/v)",,,,
38,M5_C0778,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","15% (w/v)",,,,
42,M5_C0779,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","10% (w/v)",,,,
46,M5_C0780,,"Ammonium Sulfate ",(NH4)2SO4,"0.4 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","8% (w/v)",,,,
194,M5_C0781,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","10% (w/v)",,,,
198,M5_C0782,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","7.5% (w/v)",,,,
202,M5_C0783,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","8% (w/v)",,,,
206,M5_C0784,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","20% (w/v)",,,,
210,M5_C0785,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","15% (w/v)",,,,
214,M5_C0786,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","20% (w/v)",,,,
218,M5_C0787,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","8% (w/v)",,,,
222,M5_C0788,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","20% (w/v)",,,,
226,M5_C0789,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","15% (w/v)",,,,
230,M5_C0790,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","10% (w/v)",,,,
234,M5_C0791,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","8% (w/v)",,,,
238,M5_C0792,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.15 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","10% (w/v)",,,,
386,M5_C0793,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.15 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","15% (w/v)",,,,
390,M5_C0794,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.075 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","9.5% (w/v)",,,,
394,M5_C0795,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",MES,"0.1 M",6,"PEG 8000","8% (w/v)",,,,
398,M5_C0796,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",MES,"0.1 M",6,"PEG 8000","20% (w/v)",,,,
402,M5_C0797,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",MES,"0.1 M",6,"PEG 8000","30% (w/v)",,,,
406,M5_C0798,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",MES,"0.1 M",6,"PEG 8000","40% (w/v)",,,,
410,M5_C0799,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",MES,"0.1 M",6,"PEG 8000","8% (w/v)",,,,
414,M5_C0800,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",MES,"0.1 M",6,"PEG 8000","20% (w/v)",,,,
418,M5_C0801,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",MES,"0.1 M",6,"PEG 8000","30% (w/v)",,,,
422,M5_C0802,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",MES,"0.1 M",6,"PEG 8000","40% (w/v)",,,,
426,M5_C0803,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",MES,"0.1 M",6,"PEG 8000","8% (w/v)",,,,
430,M5_C0804,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",MES,"0.1 M",6,"PEG 8000","20% (w/v)",,,,
578,M5_C0805,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",MES,"0.1 M",6,"PEG 8000","30% (w/v)",,,,
582,M5_C0806,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",MES,"0.1 M",6,"PEG 8000","40% (w/v)",,,,
586,M5_C0807,,"Lithium Chloride",LiCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","10% (w/v)",,,,
590,M5_C0808,,"Lithium Chloride",LiCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","32% (w/v)",,,,
594,M5_C0809,,"Lithium Chloride",LiCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","10% (w/v)",,,,
598,M5_C0810,,"Lithium Chloride",LiCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","20% (w/v)",,,,
602,M5_C0811,,"Lithium Chloride",LiCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","32% (w/v)",,,,
606,M5_C0812,,"Lithium Chloride",LiCl,"0.4 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","10% (w/v)",,,,
610,M5_C0813,,"Lithium Chloride",LiCl,"0.4 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","20% (w/v)",,,,
614,M5_C0814,,"Lithium Chloride",LiCl,"0.4 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","32% (w/v)",,,,
618,M5_C0815,,"Lithium Chloride",LiCl,"0.5 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","20% (w/v)",,,,
622,M5_C0816,,"Lithium Chloride",LiCl,"0.5 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","32% (w/v)",,,,
770,M5_C0817,,"Sodium Chloride",NaCl,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","8% (w/v)",,,,
774,M5_C0818,,"Sodium Chloride",NaCl,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","20% (w/v)",,,,
778,M5_C0819,,"Sodium Chloride",NaCl,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","30% (w/v)",,,,
782,M5_C0820,,"Sodium Chloride",NaCl,"0.025 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","20% (w/v)",,,,
786,M5_C0821,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","8% (w/v)",,,,
790,M5_C0822,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","20% (w/v)",,,,
794,M5_C0823,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","30% (w/v)",,,,
798,M5_C0824,,"Sodium Chloride",NaCl,"0.025 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","10% (w/v)",,,,
802,M5_C0825,,"Sodium Chloride",NaCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","8% (w/v)",,,,
806,M5_C0826,,"Sodium Chloride",NaCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","20% (w/v)",,,,
810,M5_C0827,,"Sodium Chloride",NaCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","30% (w/v)",,,,
814,M5_C0828,,"Sodium Chloride",NaCl,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","10% (w/v)",,,,
962,M5_C0829,,"Sodium Chloride",NaCl,"0.5 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","8% (w/v)",,,,
966,M5_C0830,,"Sodium Chloride",NaCl,"0.5 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","20% (w/v)",,,,
970,M5_C0831,,"Sodium Chloride",NaCl,"0.5 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","30% (w/v)",,,,
974,M5_C0832,,"Sodium Chloride",NaCl,"0.25 M","Sodium Citrate","0.1 M",5.6,"PEG 8000","19% (w/v)",,,,
978,M5_C0833,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",HEPES,"0.1 M",7,"PEG 8000","20% (w/v)",,,,
982,M5_C0834,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",HEPES,"0.1 M",7,"PEG 8000","30% (w/v)",,,,
986,M5_C0835,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",HEPES,"0.1 M",7,"PEG 8000","40% (w/v)",,,,
990,M5_C0836,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 8000","8% (w/v)",,,,
994,M5_C0837,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 8000","20% (w/v)",,,,
998,M5_C0838,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 8000","30% (w/v)",,,,
1002,M5_C0839,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 8000","40% (w/v)",,,,
1006,M5_C0840,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 8000","8% (w/v)",,,,
1154,M5_C0841,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 8000","20% (w/v)",,,,
1158,M5_C0842,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 8000","30% (w/v)",,,,
1162,M5_C0843,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 8000","40% (w/v)",,,,
1166,M5_C0844,,"Ammonium Sulfate ",(NH4)2SO4,"0.4 M",HEPES,"0.1 M",7,"PEG 8000","8% (w/v)",,,,
1170,M5_C0845,,"Ammonium Sulfate ",(NH4)2SO4,"0.4 M",HEPES,"0.1 M",7,"PEG 8000","20% (w/v)",,,,
1174,M5_C0846,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 8000","15% (w/v)",,,,
1178,M5_C0847,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 8000","8% (w/v)",,,,
1182,M5_C0848,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 8000","20% (w/v)",,,,
1186,M5_C0849,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 8000","30% (w/v)",,,,
1190,M5_C0850,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 8000","40% (w/v)",,,,
1194,M5_C0851,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M",HEPES,"0.1 M",7,"PEG 8000","8% (w/v)",,,,
1198,M5_C0852,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M",HEPES,"0.1 M",7,"PEG 8000","20% (w/v)",,,,
1346,M5_C0853,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M",HEPES,"0.1 M",7,"PEG 8000","30% (w/v)",,,,
1350,M5_C0854,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M",HEPES,"0.1 M",7,"PEG 8000","10% (w/v)",,,,
1354,M5_C0855,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M",HEPES,"0.1 M",7,"PEG 8000","8% (w/v)",,,,
1358,M5_C0856,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M",HEPES,"0.1 M",7,"PEG 8000","20% (w/v)",,,,
1362,M5_C0857,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.075 M",HEPES,"0.1 M",7,"PEG 8000","7.5% (w/v)",,,,
1366,M5_C0858,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.15 M",HEPES,"0.1 M",7,"PEG 8000","19% (w/v)",,,,
1370,M5_C0859,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 8000","8% (w/v)",,,,
1374,M5_C0860,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 8000","20% (w/v)",,,,
1378,M5_C0861,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 8000","30% (w/v)",,,,
1382,M5_C0862,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 8000","40% (w/v)",,,,
1386,M5_C0863,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",HEPES,"0.1 M",7,"PEG 8000","8% (w/v)",,,,
1390,M5_C0864,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",HEPES,"0.1 M",7,"PEG 8000","20% (w/v)",,,,
98,M5_C0865,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",HEPES,"0.1 M",7,"PEG 8000","30% (w/v)",,,,
102,M5_C0866,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.2 M",HEPES,"0.1 M",7,"PEG 8000","40% (w/v)",,,,
106,M5_C0867,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",HEPES,"0.1 M",7,"PEG 8000","8% (w/v)",,,,
110,M5_C0868,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",HEPES,"0.1 M",7,"PEG 8000","20% (w/v)",,,,
114,M5_C0869,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",HEPES,"0.1 M",7,"PEG 8000","30% (w/v)",,,,
118,M5_C0870,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.4 M",HEPES,"0.1 M",7,"PEG 8000","40% (w/v)",,,,
122,M5_C0871,,"Lithium Chloride",LiCl,"0.1 M",HEPES,"0.1 M",7,"PEG 8000","10% (w/v)",,,,
126,M5_C0872,,"Lithium Chloride",LiCl,"0.1 M",HEPES,"0.1 M",7,"PEG 8000","32% (w/v)",,,,
130,M5_C0873,,"Lithium Chloride",LiCl,"0.2 M",HEPES,"0.1 M",7,"PEG 8000","10% (w/v)",,,,
134,M5_C0874,,"Lithium Chloride",LiCl,"0.2 M",HEPES,"0.1 M",7,"PEG 8000","20% (w/v)",,,,
138,M5_C0875,,"Lithium Chloride",LiCl,"0.2 M",HEPES,"0.1 M",7,"PEG 8000","32% (w/v)",,,,
142,M5_C0876,,"Lithium Chloride",LiCl,"0.4 M",HEPES,"0.1 M",7,"PEG 8000","10% (w/v)",,,,
290,M5_C0877,,"Lithium Chloride",LiCl,"0.4 M",HEPES,"0.1 M",7,"PEG 8000","20% (w/v)",,,,
294,M5_C0878,,"Lithium Chloride",LiCl,"0.4 M",HEPES,"0.1 M",7,"PEG 8000","32% (w/v)",,,,
298,M5_C0879,,"Lithium Chloride",LiCl,"0.5 M",HEPES,"0.1 M",7,"PEG 8000","20% (w/v)",,,,
302,M5_C0880,,"Lithium Chloride",LiCl,"0.5 M",HEPES,"0.1 M",7,"PEG 8000","32% (w/v)",,,,
306,M5_C0881,,"Sodium Chloride",NaCl,"0.05 M",HEPES,"0.1 M",7,"PEG 8000","8% (w/v)",,,,
310,M5_C0882,,"Sodium Chloride",NaCl,"0.05 M",HEPES,"0.1 M",7,"PEG 8000","20% (w/v)",,,,
314,M5_C0883,,"Sodium Chloride",NaCl,"0.05 M",HEPES,"0.1 M",7,"PEG 8000","30% (w/v)",,,,
318,M5_C0884,,"Sodium Chloride",NaCl,"0.05 M",HEPES,"0.1 M",7,"PEG 8000","40% (w/v)",,,,
322,M5_C0885,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 8000","8% (w/v)",,,,
326,M5_C0886,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 8000","20% (w/v)",,,,
330,M5_C0887,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 8000","30% (w/v)",,,,
334,M5_C0888,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 8000","40% (w/v)",,,,
482,M5_C0889,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 8000","8% (w/v)",,,,
486,M5_C0890,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 8000","20% (w/v)",,,,
490,M5_C0891,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 8000","30% (w/v)",,,,
494,M5_C0892,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 8000","40% (w/v)",,,,
498,M5_C0893,,"Sodium Chloride",NaCl,"0.5 M",HEPES,"0.1 M",7,"PEG 8000","8% (w/v)",,,,
502,M5_C0894,,"Sodium Chloride",NaCl,"0.5 M",HEPES,"0.1 M",7,"PEG 8000","20% (w/v)",,,,
506,M5_C0895,,"Sodium Chloride",NaCl,"0.5 M",HEPES,"0.1 M",7,"PEG 8000","30% (w/v)",,,,
510,M5_C0896,,"Sodium Chloride",NaCl,"0.5 M",HEPES,"0.1 M",7,"PEG 8000","38% (w/v)",,,,
514,M5_C0897,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 8000","20% (w/v)",,,,
518,M5_C0898,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 8000","30% (w/v)",,,,
522,M5_C0899,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 8000","40% (w/v)",,,,
526,M5_C0900,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 8000","8% (w/v)",,,,
674,M5_C0901,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 8000","20% (w/v)",,,,
678,M5_C0902,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 8000","30% (w/v)",,,,
682,M5_C0903,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 8000","40% (w/v)",,,,
686,M5_C0904,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 8000","8% (w/v)",,,,
690,M5_C0905,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 8000","20% (w/v)",,,,
694,M5_C0906,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 8000","30% (w/v)",,,,
698,M5_C0907,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 8000","40% (w/v)",,,,
702,M5_C0908,,"Ammonium Sulfate ",(NH4)2SO4,"0.4 M",TRIS,"0.1 M",8.5,"PEG 8000","8% (w/v)",,,,
706,M5_C0909,,"Ammonium Sulfate ",(NH4)2SO4,"0.4 M",TRIS,"0.1 M",8.5,"PEG 8000","20% (w/v)",,,,
710,M5_C0910,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 8000","15% (w/v)",,,,
